Player_Name,Team,Age,Position,GP,MP,PTS,REB,AST,FG%,3P%,PER,WS,USG%,VORP,Salary_2024,Contract_Years_Left,Cap_Hit_Share,Age_Norm,GP_Norm,MP_Norm,PTS_Norm,REB_Norm,AST_Norm,FG%_Norm,3P%_Norm,PER_Norm,WS_Norm,USG%_Norm,VORP_Norm,Salary_2024_Norm,Contract_Years_Left_Norm,PER_per_Million,All_Star_Votes,Is_Rookie,Rising_Stars_Consecutive,Popularity_Score
RJ Barrett,TOR,24,SF,58,32.2,21.1,6.3,5.4,0.468,0.35,16.5,2.4,28.7,1.2,27705357,3,0.1964918936170212,0.238095238095238,0.7037037037037037,0.8501362397820164,0.6452599388379204,0.4532374100719424,0.4655172413793104,0.468,0.35,0.4331797235023041,0.2011173184357542,0.6800947867298578,0.2456140350877192,0.4054392507903275,0.3333333333333333,0.595552694015096,0,0,0,0
CJ McCollum,NOP,33,PG,56,32.7,21.1,3.8,4.1,0.444,0.373,15.8,1.5,27.2,0.3,30666666,2,0.217494085106383,0.6666666666666666,0.6790123456790124,0.8637602179836512,0.6452599388379204,0.2733812949640287,0.3534482758620689,0.444,0.373,0.4224270353302611,0.1508379888268156,0.6445497630331753,0.1666666666666666,0.4488858654022013,0.1666666666666666,0.5152174025047261,0,0,0,0
Jalen Green,HOU,22,SG,82,32.9,21,4.6,3.4,0.423,0.354,15.1,5.1,27.3,1.7,33584499,4,0.2381879361702127,0.1428571428571428,1,0.869209809264305,0.6422018348623852,0.3309352517985611,0.293103448275862,0.423,0.354,0.4116743471582181,0.3519553072625698,0.6469194312796208,0.2894736842105262,0.4916946252623874,0.5,0.449612185669347,0,0,0,0
Brandon Miller,CHO,22,SF,27,34.2,21,4.9,3.6,0.403,0.355,14,0.4,27.7,0.4,11968800,3,0.0848851063829787,0.1428571428571428,0.3209876543209876,0.904632152588556,0.6422018348623852,0.3525179856115108,0.3103448275862069,0.403,0.355,0.3947772657450077,0.0893854748603352,0.6563981042654028,0.175438596491228,0.1745615790253122,0.3333333333333333,1.1697079072254528,0,0,2,0
Darius Garland,CLE,25,PG,75,30.7,20.6,2.9,6.7,0.472,0.401,19.9,8.1,27.2,3,39446090,4,0.2797595035460993,0.2857142857142857,0.9135802469135802,0.8092643051771117,0.6299694189602446,0.2086330935251798,0.5775862068965517,0.472,0.401,0.4854070660522273,0.5195530726256983,0.6445497630331753,0.4035087719298245,0.5776925016033664,0.5,0.5044859959504224,0,0,0,0
Jordan Poole,WAS,25,SG,68,29.4,20.5,3,4.5,0.432,0.378,16.6,2,29,1.2,31848215,3,0.2258738652482269,0.2857142857142857,0.8271604938271605,0.7738419618528609,0.6269113149847094,0.2158273381294964,0.3879310344827586,0.432,0.378,0.434715821812596,0.1787709497206704,0.6872037914691943,0.2456140350877192,0.4662208696344665,0.3333333333333333,0.5212223039815576,0,0,0,0
Coby White,CHI,24,SG,74,33.1,20.4,3.7,4.5,0.453,0.37,15.5,4.5,24.4,0.7,12888889,2,0.0914105602836879,0.238095238095238,0.9012345679012346,0.874659400544959,0.6238532110091742,0.2661870503597122,0.3879310344827586,0.453,0.37,0.4178187403993856,0.3184357541899442,0.5781990521327014,0.2017543859649122,0.1880605932084402,0.1666666666666666,1.202586196529429,0,0,0,0
Miles Bridges,CHO,26,PF,64,31.7,20.3,7.5,3.9,0.431,0.313,17.7,3.2,28,2,25000000,3,0.1773049645390071,0.3333333333333333,0.7777777777777778,0.8365122615803814,0.6207951070336392,0.539568345323741,0.3362068965517241,0.431,0.313,0.4516129032258065,0.2458100558659218,0.6635071090047393,0.3157894736842105,0.365747816034098,0.3333333333333333,0.708,0,0,0,0
Austin Reaves,LAL,26,SG,73,34.9,20.2,4.5,5.8,0.46,0.377,18.1,7.6,23.7,2.6,13937574,3,0.0988480425531914,0.3333333333333333,0.8888888888888888,0.9237057220708446,0.6177370030581039,0.3237410071942446,0.5,0.46,0.377,0.4577572964669739,0.4916201117318435,0.5616113744075829,0.3684210526315789,0.203446293601156,0.3333333333333333,1.2986478134573494,405379,0,0,0.32442829955230734
Pascal Siakam,IND,30,PF,78,32.7,20.2,6.9,3.4,0.519,0.389,19.2,7.5,24.2,2.4,45550512,4,0.3230532765957447,0.5238095238095238,0.9506172839506172,0.8637602179836512,0.6177370030581039,0.4964028776978417,0.293103448275862,0.519,0.389,0.4746543778801843,0.4860335195530726,0.5734597156398104,0.3508771929824561,0.6672530540692672,0.5,0.4215100809404733,155910,0,0,0.12477611366943094
Kristaps Porzingis,BOS,29,C,42,28.8,19.5,6.8,2.1,0.483,0.412,22.3,5.3,25.9,2.1,30731707,2,0.2179553687943262,0.4761904761904761,0.5061728395061729,0.7574931880108992,0.5963302752293578,0.4892086330935251,0.1810344827586207,0.483,0.412,0.522273425499232,0.3631284916201117,0.6137440758293838,0.3245614035087719,0.4498401093736919,0.1666666666666666,0.7256349281216302,0,0,0,0
